#A Gaussian function with the following parameters
#mu = 5.0
#sigma = 2.0
#amp = 3.0
-5 2.23008e-06
-4.5 7.54426e-06
-4 2.39756e-05
-3.5 7.1578e-05
-3 0.000200745
-2.5 0.000528894
-2 0.00130902
-1.5 0.00304357
-1 0.00664777
-0.5 0.0136403
0 0.0262925
0.5 0.0476095
1 0.0809864
1.5 0.129416
2 0.194276
2.5 0.273974
3 0.362956
3.5 0.451706
4 0.528098
4.5 0.580002
5 0.598413
5.5 0.580002
6 0.528098
6.5 0.451706
7 0.362956
7.5 0.273974
8 0.194276
8.5 0.129416
9 0.0809864
9.5 0.0476095
10 0.0262925
10.5 0.0136403
11 0.00664777
11.5 0.00304357
12 0.00130902
12.5 0.000528894
13 0.000200745
13.5 7.1578e-05
14 2.39756e-05
14.5 7.54426e-06
15 2.23008e-06
